texto,classe
contratação direta para aquisição de luvas nitrilicas filtro rc respirador semi facial óculos sky incolor a pulverizador l manual pressão destinado a as ações de combate e prevenção da pandemia covid  em uruçuípi,1
contratação direta para aquisição de aventais impermeáveis para os atendimentos prestados no samu e aquisição de mascaras e óculos destinados a secretaria municipal de saúde para o enfrentamento a pandemia do covid,1
contratação de empresa especializada em caráter de urgência para instalação de pontos de gases ar vac para pontos de gases na enfermaria da área covid do hospital infantil lucídio portela hilp com o objetivo de atender os pacientes infectados pelo covid  coronavirus responsável pelo surto de abrangência nacional,0
aquisição de caixas de álcool em gel voltados para o combate à pandemia da covid  republicado por incorreção publicação original em pg,1
contratação de confecção de materiais e equipamentos de proteção individual para profissionais da saúde voltados para o combate à pandemia da covid  republicado por incorreção publicação original em pg,1
aquisição de álcool em gel setenta por cento para atender as necessidades emergenciais do município de esperantina em decorrência do coronavírus covid  publicado originalmentem em pg,1
contratação de empresa para fornecimento de álcool gel e álcool líquido para atender as necessidades da defensoria pública do estado do piauí para enfrentamento da emergência de saúde pública decorrente do coronavírus covid responsável pela pandemia,1
a aquisição de epi s equipamenlos de proteção individual máscara dupla descartóvel para atender os necessidades desta secretario municipal de saúde do município de bom princípio do piauí pl visto que no momento estamos em situação de emergência de saúde pública em decorrência do infecção humano pelo novo coronavírus covid,1
contratação de empresa para confecção de máscaras de tnt para uso pelos servidores públicos das áreas administrativas da prefeitura municipal de esperantina e suas secretarias visando à contenção do contágio através do covid publicado originalmentem em pg,1
contratação direta para aquisição de aventais impermeaveis para os atendimentos prestados no samu e aquisição de mascaras e óculos destinados a secretaria municipal de saúde para o enfrentamento a pandemia do covid,1
contratação direta para aquisição de pulveriudores manuais para costa respirador semlfaelal e kit epi destinado a as ações de combate e prevenção da pandemia covid,1
aquisição de materiais de higiene tais como álcool detergente dispensadores de álcool detergente máscaras e toalhas descartáveis de papel destinados ao enfrentamento da situação emergencial de saúde pública decorrente da pandemia mundial covid  visando atender demanda da secretaria de administração e previdência do estado do piauí seadprev quais sejam espaços da cidadania centros integrados de atendimento ao cidadão ciac e salas de cidadania localizados na capital e interior do estado do piauí as unidades de atendimento do centro integrado de atenção ao servidor público do estado do piauí ciaspi localizados na capital e interior do estado do piauí além da sede da seadprev e agência de tecnologia da informação ati vinculada a esta seadprev,1
contratação direta para aquisição de teste rápido covid  destinado ao sistema de saúde deste município em virtude da pandemia da covid  em uruçui pi,1
aquisição de epi s equipamentos de proteção individual para os profissionais da area de saude para atender os necessidades desta secretaria municipal de saude do municipio de caraubas do piaui visto que no momento estamos em situação de emergência de saúde pública em decorrência do lnfecçõo humano pelo novo corona virus covid,1
aquisição de sacos para óbito,1
kits de roupas privativas epi de uso continuo pelos profissionais de saúde,1
aquisição de materiais hospitalares de uso contínuo na uti,1
aquisição de circuitos de ventilação de uso contínuo na uti,1
contratação direta para aquisição de máscaras e toucas cirúrgicas a ser distribuido aos profissionais da saúde em contato com usuários do sistema de saúde deste município em virtude da pandemia da covid  em uruçui  pi,1
contratação direta para aquisição de máscara protetora de tnt dupla e avental cirúrgico descartável manga longa destinado aos profissionais de saúde deste municipio que atuam na linha de frente nas ações de combate e prevenção da pandemia do novo coronavírus covid  em uruçui pi,1
contratação direta para aquisição epis para os profissionais da saúde destinados ao controle e prevenção do novo coronavirus covid,1
contratação direta para aquisição de álcool em gel a ser distribuído aos profissionais da saúde em contato aos usuários do sistema de saúde deste município em virtude da pandemia da covid  em uruçui pi,1
aquisição de materiais para uso por profissionais de saude em ação para o combate a pandemia da covid,1
aquisição de material e insumos de fisioterapia e outros itens necessários para o manejo do paciente covid  visando atender a demanda emergencial do hospital regional justino luz hrjl e do hospital getúlio vargas hgv,1
medicamentos não pradonizados,1
aquisição de equipamentos para realização da preparação de amostras de casos suspeitos de coronavírus sars cov para ampliar a capacidade de execução diante a demanda crescente e atender as necessidades do laboratório central de saúde pública dr costa alvarenga lacen pi,1
contratação de pessoa juridica especializada para o fornecimento em caráter emergencial de material de consumo antisséptico e epi s para atender o municipio de coivaras pi com o propósito de instrumentalizar as medidas de enfrentamento da emergência de saúde pública instalada pelo novo coronavirus,1
contratação de empresa do ramo para fornecimento de testes rapidos sabonetinho mr bioclin covid  igc igm ecoteste em atendimento da demanda da secretaria municipal de saude de bom jesus pi,1
